zone,state,lga,sector,ea,hhid,indiv,s4aq1,s4aq2,s4aq3,s4aq4,s4aq5,s4aq6,s4aq7,s4aq8,s4aq9,s4aq10,s4aq11,s4aq12,s4aq13a,s4aq13b,s4aq13c,s4aq14,s4aq15,s4aq16,s4aq17,s4aq18,s4aq19a,s4aq19b,s4aq19c,s4aq20,s4aq21,s4aq22a,s4aq22b,s4aq22,s4aq23,s4aq23_os,s4aq24,s4aq25,s4aq26,s4aq27a,s4aq27b,s4aq27c,s4aq28,s4aq29,s4aq30__1,s4aq30__2,s4aq30__3,s4aq30__4,s4aq30__5,s4aq30__6,s4aq30__7,s4aq30__8,s4aq30__96,s4aq30_os,s4aq31,s4aq32,s4aq33,s4aq33_os,s4aq34,s4aq35,s4aq36,s4aq36_os,s4aq37,s4aq37_os,s4aq38,s4aq40,s4aq40_code,s4aq41,s4aq41_code,s4aq41c,s4aq41c_os,s4aq42,s4aq43,s4aq44,s4aq45,s4aq46,s4aq47,s4aq47_tunit,s4aq48,s4aq49a,s4aq49b,s4aq50_1,s4aq50_2,s4aq50_3,s4aq50_4,s4aq50_5,s4aq50_6,s4aq51,s4aq52,s4aq52_os,s4aq53,s4aq54,s4aq55,s4aq56,s4aq57__1,s4aq57__2,s4aq57__3,s4aq57__4,s4aq57__5,s4aq57__6,s4aq57__7,s4aq57__8,s4aq57__9,s4aq57__10,s4aq57__96,s4aq57_os,s4aq58__0,s4aq58__1,s4aq58__2,s4aq58__3,s4aq58__4,s4aq58__5,s4aq58__6,s4aq58__7,s4aq58__8,s4aq58__9,s4aq58__10,s4aq58__11,s4aq58__12,s4aq58__13,s4aq58__14,s4aq58__15,s4aq58__16,s4aq58__17,s4aq58__18,s4aq58__19,s4aq58nb,s4aq59,s4aq60,s4aq61a,s4aq61b,s4aq62,s4aq63a,s4aq63b
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,1301,1. YES,2. NO,1,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,1302,1. YES,2. NO,1,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269027,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,7,2. Both for sale and for household use,3. 1/2 (50 PERCENT),2. MAINLY KEPT FOR HOUSEHOLD USE,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,1. YES,,0,0,0,0,0,0,0,1,0,,5. 1 YEAR-LESS THAN 3 YEARS,,,,1. YES,,,,Engaged in HH/family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269027,3,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,6,3. Only for household use,,,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,1. YES,8. NO JOBS AVAILABLE IN THE AREA,,1. YES,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269027,4,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,25,3. Only for household use,,,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,1. YES,9. LACK OF MONEY TO PAY FOR TRANSPORT TO LOOK FOR WORK,,1. YES,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,20,0. NO MINUTES
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269027,1301,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,6,3. Only for household use,,,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,1. YES,9. LACK OF MONEY TO PAY FOR TRANSPORT TO LOOK FOR WORK,,1. YES,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269027,1302,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,4,3. Only for household use,,,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269027,1303,1. YES,2. NO,1304,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269027,1304,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,6,2. Both for sale and for household use,3. 1/2 (50 PERCENT),2. MAINLY KEPT FOR HOUSEHOLD USE,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Engaged in HH/family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,32,0. NO MINUTES
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269028,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,6,2. Both for sale and for household use,3. 1/2 (50 PERCENT),2. MAINLY KEPT FOR HOUSEHOLD USE,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Engaged in HH/family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269028,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,18,2. Both for sale and for household use,4. 3/4 (75 PERCENT),,1. Yes,,,,,,,,2. No,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,BUYING AND SELLING OF  GRAINS (TRADER),5211. Stall and market salespersons,"RETAIL TRADE ,BUYING AND SELLING OF GRAINS",4721. Retail sale of food in specialized stores,WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,7,4,5,5,25000,5. ONE MONTH,2. NO,,,1,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,3,0. NO MINUTES,1. YES,30,0. NO MINUTES
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269028,4,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,5,3. Only for household use,,,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,1. YES,9. LACK OF MONEY TO PAY FOR TRANSPORT TO LOOK FOR WORK,,1. YES,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269028,5,1. YES,1. YES,,2. NO,,1. YES,13,2. NO,,1. YES,,6,2. Both for sale and for household use,3. 1/2 (50 PERCENT),2. MAINLY KEPT FOR HOUSEHOLD USE,1. Yes,,,,,,,,1. Yes,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,"RETAIL TRADE, BUYING AND SELLING OF GRAINS, EG RICE, MAIZE ,BEANS AND GROUND NUT",5211. Stall and market salespersons,"RETAIL TRADE, BUYING AND SELLING OF GRAINS, EG RICE, MAIZE ,BEANS AND GROUND NUT",4721. Retail sale of food in specialized stores,WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,4,4,3,7,18500,3. ONE WEEK,2. NO,,,4,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,3,0. NO MINUTES
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269030,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,36,1. Only for sale,,,1. Yes,,,,,,,,2. No,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,"CROP  FARMER,FARMING OF MAIZE, GROUNDNUT, BEANS SUGARCANE",6114. Mixed crop growers,CROP FARMER  FARMING OF GRAINS,150. Mixed farming,"AGRICULTURE, FORESTRY & FISHING",,1. In own business or farming activity,7,4,5,2,20000,6. ONE QUARTER (3 MONTHS),2. NO,,,0,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269030,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,28,2. Both for sale and for household use,5. MORE THAN 3/4 (MORE THAN 75 PERCENT),,1. Yes,,,,,,,,2. No,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,"CROP FARMER, FARMING OF MAIZE, BEANS, GROUNDNUT AND SUGAR CANE",6114. Mixed crop growers,"CROP FARMER, FARMING OF MAIZE, BEANS, GROUNDNUT AND SUGAR CANE",150. Mixed farming,"AGRICULTURE, FORESTRY & FISHING",,1. In own business or farming activity,7,4,4,3,2000,3. ONE WEEK,2. NO,,,1,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,15,0. NO MINUTES,1. YES,25,0. NO MINUTES
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269030,3,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,3,2. Both for sale and for household use,5. MORE THAN 3/4 (MORE THAN 75 PERCENT),,1. Yes,,,,,,,,2. No,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,"TRADING  BUYING AND SELLING OF FOOD STUFF ,EGUSI,GUINEA CORN, MILLET",5211. Stall and market salespersons,"TRADING, BUYING AND SELLING OF  GRAINS",4721. Retail sale of food in specialized stores,WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,7,4,2,8,10000,3. ONE WEEK,2. NO,,,1,2,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,30,0. NO MINUTES
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269030,4,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,1. YES,7,2. Both for sale and for household use,3. 1/2 (50 PERCENT),2. MAINLY KEPT FOR HOUSEHOLD USE,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,1. YES,8. NO JOBS AVAILABLE IN THE AREA,,1. YES,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269030,5,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,28,2. Both for sale and for household use,3. 1/2 (50 PERCENT),2. MAINLY KEPT FOR HOUSEHOLD USE,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269030,6,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,1. YES,,6,1. YES,3. Only for household use,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269030,7,1. YES,1. YES,,2. NO,,1. YES,16,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,"TRADER,PROCESSING AND SELLING OF  GROUND NUT  CAKE(KULIKULI)",5212. Street food salespersons,"TRADER,PROCESSING AND SELLING GROUND NUT CAKE AND  GROUND NUT OIL",1061. Manufacture of grain mill products,WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,5,4,3,4,15000,3. ONE WEEK,2. NO,,,6,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,0. NO HOUR,10
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269030,8,1. YES,2. NO,7,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,0. NO HOUR,25
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269030,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269030,5102,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269031,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,54,2. Both for sale and for household use,2. 1/4 (25 PERCENT),,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269031,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,40,2. Both for sale and for household use,2. 1/4 (25 PERCENT),,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,30,1. YES,0. NO HOUR,10
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269031,3,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,40,2. Both for sale and for household use,2. 1/4 (25 PERCENT),,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,30,1. YES,0. NO HOUR,12
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269031,4,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269031,5,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269031,6,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,0. NO HOUR,20
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269031,7,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,0. NO HOUR,20
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269033,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,50,2. Both for sale and for household use,2. 1/4 (25 PERCENT),,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269033,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Engaged in HH/family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,20,1. YES,0. NO HOUR,15
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269033,3,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Engaged in HH/family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,30,1. YES,0. NO HOUR,27
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269033,4,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269033,5,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,0. NO HOUR,10
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269033,6,1. YES,2. NO,1,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,0. NO HOUR,5
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269033,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269034,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,48,2. Both for sale and for household use,3. 1/2 (50 PERCENT),3. RESPONDENT INSISTS THAT PRECISELY Â½ (50 PERCENT) WAS SOLD AND Â½ (50 PERCENT) WAS KEPT FOR HOUSEHOLD USE,1. Yes,,,,,,,,2. No,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,"FARMER,MAIZE AND GUINEA CORN",6114. Mixed crop growers,FARMING OF MAIZE AND GUINEA CORN,150. Mixed farming,"AGRICULTURE, FORESTRY & FISHING",,1. In own business or farming activity,5,4,6,8,170000,8. ONE YEAR (12 MONTHS),2. NO,,,0,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269034,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Engaged in HH/family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,30,0. NO MINUTES
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269034,3,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,1. YES,35,2. Both for sale and for household use,4. 3/4 (75 PERCENT),,1. Yes,,,,,,,,2. No,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,FARMER  MAIZE AND GUINEA CORN,6114. Mixed crop growers,FARMING OF MAIZE AND GUINEA CORN,150. Mixed farming,"AGRICULTURE, FORESTRY & FISHING",,2. In a business or farm operated by a household or family member,5,4,5,7,170000,8. ONE YEAR (12 MONTHS),2. NO,,,0,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269034,4,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Engaged in HH/family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,0. NO HOUR,25
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269034,5,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Doing nothing,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269035,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Doing nothing,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
