zone,state,lga,sector,ea,hhid,shock_cd,shock_other,s12q0,s12q1,s12q2,s12q3,s12q4a,s12q4b,s12q5_1,s12q5_2,s12q5_3,s12q5_4,s12q5_os,s12q6
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,19. Kidnapping/Abduction for ransom,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,20. Domestic violence,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,24. Increase in price of major food items usually consumed by the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,25. Increase in price of oil and fuel,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,96. Other (specify),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,1. Floods,,1,1. YES,2,1. 2023,1. YES,1. YES,24. SENT CHILDREN TO LIVE ELSEWHERE,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,1. YES,2,1. 2023,1. YES,1. YES,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,3. Droughts,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,4. Fire,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,16. Loss of land,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,19. Kidnapping/Abduction for ransom,,1,1. YES,2,2. 2024,1. YES,1. YES,2. SALE OF PRODUCTIVE ASSETS (AG AND NO-AG) (EXCLUDING HOUSE OR LAND),1. SALE OF HOUSEHOLD ASSETS/DURABLE GOODS,3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,5. SOLD HOUSE OR LAND,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,20. Domestic violence,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,1. YES,2,2. 2024,1. YES,1. YES,12. CREDITED PURCHASES,10. BORROWED FROM MONEY LENDERS,4. SALE OF CROP STOCK/FOODSTOCK,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,23. Fall in the price of farming/business output,,1,1. YES,1,1. 2023,1. YES,1. YES,8. RECEIVED ASSISTANCE FROM FRIENDS & FAMILY,9. BORROWED FROM FRIENDS & FAMILY,10. BORROWED FROM MONEY LENDERS,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,24. Increase in price of major food items usually consumed by the household,,1,1. YES,2,2. 2024,1. YES,1. YES,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,15. REDUCED FOOD CONSUMPTION,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,25. Increase in price of oil and fuel,,1,1. YES,2,2. 2024,1. YES,1. YES,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,15. REDUCED FOOD CONSUMPTION,26. REDUCED FREQUENCY OF OWN VEHICLE/GENERATOR USE,27. USED MORE PUBLICÂ TRANSPORTATION,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350068,96. Other (specify),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,1. Floods,,1,1. YES,2,1. 2023,1. YES,1. YES,22. DID NOTHING,,,,,5. THE SHOCK WAS TOO SMALL THAT THERE WAS NO NEED TO DO ANYTHING
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,1. YES,2,1. 2023,1. YES,1. YES,22. DID NOTHING,,,,,1. DIDN'T HAVE THE RESOURCES TO DO ANYTHING
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,3. Droughts,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,4. Fire,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,16. Loss of land,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,19. Kidnapping/Abduction for ransom,,1,1. YES,2,2. 2024,1. YES,1. YES,2. SALE OF PRODUCTIVE ASSETS (AG AND NO-AG) (EXCLUDING HOUSE OR LAND),3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,5. SOLD HOUSE OR LAND,4. SALE OF CROP STOCK/FOODSTOCK,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,20. Domestic violence,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,1. YES,2,2. 2024,1. YES,1. YES,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,24. Increase in price of major food items usually consumed by the household,,1,1. YES,2,2. 2024,1. YES,1. YES,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,15. REDUCED FOOD CONSUMPTION,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,25. Increase in price of oil and fuel,,1,1. YES,2,1. 2023,1. YES,1. YES,26. REDUCED FREQUENCY OF OWN VEHICLE/GENERATOR USE,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,27. USED MORE PUBLICÂ TRANSPORTATION,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350069,96. Other (specify),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,1. Floods,,1,1. YES,2,1. 2023,1. YES,1. YES,24. SENT CHILDREN TO LIVE ELSEWHERE,9. BORROWED FROM FRIENDS & FAMILY,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,3. Droughts,,1,1. YES,1,1. 2023,1. YES,1. YES,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,4. Fire,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,9. Death of a household member (including all causes),,1,1. YES,2,2. 2024,1. YES,1. YES,22. DID NOTHING,,,,,1. DIDN'T HAVE THE RESOURCES TO DO ANYTHING
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,12. Loss of a regular job of a household member,,1,1. YES,1,2. 2024,1. YES,1. YES,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,16. Loss of land,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,17. Theft/looting of cash and other property,,1,1. YES,2,1. 2023,1. YES,1. YES,10. BORROWED FROM MONEY LENDERS,9. BORROWED FROM FRIENDS & FAMILY,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,19. Kidnapping/Abduction for ransom,,1,1. YES,2,2. 2024,1. YES,1. YES,3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,2. SALE OF PRODUCTIVE ASSETS (AG AND NO-AG) (EXCLUDING HOUSE OR LAND),1. SALE OF HOUSEHOLD ASSETS/DURABLE GOODS,4. SALE OF CROP STOCK/FOODSTOCK,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,20. Domestic violence,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,24. Increase in price of major food items usually consumed by the household,,1,1. YES,2,1. 2023,1. YES,1. YES,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,15. REDUCED FOOD CONSUMPTION,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,25. Increase in price of oil and fuel,,1,1. YES,2,1. 2023,1. YES,1. YES,27. USED MORE PUBLICÂ TRANSPORTATION,26. REDUCED FREQUENCY OF OWN VEHICLE/GENERATOR USE,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350070,96. Other (specify),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,1. Floods,,1,1. YES,2,1. 2023,1. YES,2. NO,22. DID NOTHING,,,,,2. THE SHOCK IS TOO FREQUENT SO THEY GOT USED TO IT
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,1. YES,2,1. 2023,1. YES,2. NO,15. REDUCED FOOD CONSUMPTION,10. BORROWED FROM MONEY LENDERS,12. CREDITED PURCHASES,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,3. Droughts,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,4. Fire,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,6. Pests and Plant Diseases,,1,1. YES,1,0. 2022,1. YES,2. NO,96. OTHER (SPECIFY),,,,BUYING OF PESTICIDES TO CONTROL PEST AND  DISEASES,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,9. Death of a household member (including all causes),,1,1. YES,2,1. 2023,1. YES,2. NO,22. DID NOTHING,,,,,4. DIDNâ€™T KNOW WHAT TO DO
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,16. Loss of land,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,17. Theft/looting of cash and other property,,1,1. YES,1,0. 2022,1. YES,1. YES,3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,2. SALE OF PRODUCTIVE ASSETS (AG AND NO-AG) (EXCLUDING HOUSE OR LAND),1. SALE OF HOUSEHOLD ASSETS/DURABLE GOODS,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,19. Kidnapping/Abduction for ransom,,1,1. YES,1,0. 2022,1. YES,1. YES,14. SOLD HARVEST IN ADVANCE,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,20. Domestic violence,,1,1. YES,2,1. 2023,2. NO,2. NO,96. OTHER (SPECIFY),,,,REGULAR REPORT TO THE NECESSARY AGENCIES,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,1. YES,2,1. 2023,1. YES,1. YES,9. BORROWED FROM FRIENDS & FAMILY,15. REDUCED FOOD CONSUMPTION,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,24. Increase in price of major food items usually consumed by the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,25. Increase in price of oil and fuel,,1,1. YES,2,1. 2023,1. YES,1. YES,27. USED MORE PUBLICÂ TRANSPORTATION,26. REDUCED FREQUENCY OF OWN VEHICLE/GENERATOR USE,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359002,96. Other (specify),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,1. Floods,,2,1. YES,2,1. 2023,1. YES,1. YES,24. SENT CHILDREN TO LIVE ELSEWHERE,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,2. Irregular rains (including unexpected variation in timing and rainfall amount),,2,1. YES,1,1. 2023,1. YES,1. YES,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,3. Droughts,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,4. Fire,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,5. Very high temperatures (&gt;40Â°C),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,6. Pests and Plant Diseases,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,7. Death of livestock due to illness,,2,1. YES,1,2. 2024,1. YES,2. NO,22. DID NOTHING,,,,,1. DIDN'T HAVE THE RESOURCES TO DO ANYTHING
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,8. Post Harvest Loss,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,9. Death of a household member (including all causes),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,10. Diseases or injury of household member (including all causes),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3505. FUNE,2. RURAL,1726,359003,11. Stopped receiving remittances sent to the household,,2,2. NO,,,,,,,,,,
