zone,state,lga,sector,ea,hhid,cluster,strata,wt_wave5,wt_longpanel_wave5,wt_cross_wave5,interview_result,old_new,trackedw4,trackedw5pp,hh_located,hh_moved,hh_able_toint,rspavl,consent,InterviewStart,ag1,ag1a,ag1b__1,ag1b__2,ag1b__3,ag1b__4,ag1b__5,ag1c_1,ag1c_2,ag1c_3,ag1c_os,ag2,ag3,ag4
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279087,2720-1048,6,24471.33984375,,33759.59698557492,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-01T16:12:13,2. NO,2. NO,,,,,,13. SWITCHED TO OTHER INCOME GENERATING ACTIVITIES,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279088,2720-1048,6,23710.671875,,36987.22875059506,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-02T10:14:14,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279089,2720-1048,6,24471.33984375,,43248.50451462041,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-02T16:25:06,2. NO,2. NO,,,,,,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279090,2720-1048,6,32172.70703125,,34846.48386535832,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-01T19:02:16,2. NO,2. NO,,,,,,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,7. COST OF INPUTS TOO HIGH,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2715. OBAFEMI OWE,1. URBAN,0,279091,2720-1048,6,32172.70703125,,30350.187224162422,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-10-10T13:39:22,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279092,2720-1048,6,23998.08203125,,39067.08444379265,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-01T16:20:01,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279093,2720-1048,6,32172.70703125,,28408.16150301746,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-01T17:57:05,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,2. NO,2. NO
6. South West,29. Osun,2923. OBOKUN,1. URBAN,0,279094,2720-1048,6,24911.92578125,,30368.299290013103,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-10-11T11:17:53,2. NO,2. NO,,,,,,13. SWITCHED TO OTHER INCOME GENERATING ACTIVITIES,,,,1. YES,1. YES,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279095,2720-1048,6,32172.70703125,,28408.16150301746,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-02T13:34:07,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279096,2720-1048,6,26619.5,,30350.187224162422,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-02T10:45:24,2. NO,2. NO,,,,,,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,13. SWITCHED TO OTHER INCOME GENERATING ACTIVITIES,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1836,279097,2720-1836,6,12818.7548828125,,14782.586593460428,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T12:15:24,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. NO LONGER OWN LAND,7. COST OF INPUTS TOO HIGH,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1836,279098,2720-1836,6,12524.26953125,,14111.30846241553,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T13:49:56,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1836,279099,2720-1836,6,,,,4. UNABLE TO IDENTIFY HOUSEHOLD,2. New panel household,2. NO,1. YES,1. YES,"3. YES, MOVED FAR FROM ORIGINAL DWELLING",,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1836,279100,2720-1836,6,12818.7548828125,,14782.586593460428,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T14:24:03,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,96. OTHER (SPECIFY),,,ANIMAL DAMAGED THE CROPS,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1836,279101,2720-1836,6,12818.7548828125,,16876.737432442154,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-05T09:13:10,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1836,279103,2720-1836,6,12524.26953125,,14782.586593460428,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T12:13:10,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1836,279104,2720-1836,6,,,,4. UNABLE TO IDENTIFY HOUSEHOLD,2. New panel household,2. NO,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1836,279105,2720-1836,6,15492.9296875,,16744.289984590334,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T16:42:50,1. YES,2. NO,,,,,,,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1836,279107,2720-1836,6,12524.26953125,,14682.883201869035,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-05T07:03:33,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2706. EWEKORO,2. RURAL,362,279112,2706-362,6,8830.5458984375,,8761.152528788998,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-23T13:24:53,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2712. IKENNE,2. RURAL,172,279114,2712-172,6,581.17626953125,,5049.280567074753,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-08T14:21:41,2. NO,2. NO,,,,,,7. COST OF INPUTS TOO HIGH,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2703. ADOODO OTA,2. RURAL,0,279118,2715-864,6,36009.7890625,,32494.67493509455,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-10-16T10:59:06,2. NO,2. NO,,,,,,1. NO LONGER OWN LAND,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279119,2715-864,6,,,,8. ALL HH MEMBERS DECEASED,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,2. NO,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2701. ABEOKUTA NORTH,2. RURAL,0,279121,2716-44,6,833.0113525390625,,5221.181534966403,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-10-11T10:03:37,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,13. SWITCHED TO OTHER INCOME GENERATING ACTIVITIES,15. INSECURITY,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1836,279125,2720-1836,6,12524.26953125,,20466.80336486725,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T12:20:07,2. NO,2. NO,,,,,,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,,,,1. YES,2. NO,2. NO
6. South West,27. Ogun,2703. ADOODO OTA,1. URBAN,0,280031,2804-340,6,865.995849609375,18268.99609375,7290.944933310775,1. COMPLETE,1. Old Panel household,1. YES,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-16T14:59:34,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. NO LONGER OWN LAND,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,,,1. YES,2. NO,2. NO
6. South West,24. Lagos,2420. SURULERE (LAGOS),1. URBAN,0,280033,2804-340,6,716.51971435546875,18268.99609375,6773.034302146124,1. COMPLETE,1. Old Panel household,1. YES,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-19T14:09:49,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,2. NO,2. NO,2. NO
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. URBAN,340,280036,2804-340,6,865.995849609375,15993.6376953125,5464.023349856008,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-10T10:43:48,2. NO,2. NO,,,,,,1. NO LONGER OWN LAND,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2806. AKURE SOUTH,1. URBAN,0,280037,2804-340,6,865.995849609375,13460.0673828125,8417.375058079813,1. COMPLETE,1. Old Panel household,1. YES,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-09T12:20:04,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,1. NO LONGER OWN LAND,13. SWITCHED TO OTHER INCOME GENERATING ACTIVITIES,,,1. YES,1. YES,2. NO
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. URBAN,340,280038,2804-340,6,645.95867919921875,7937.60693359375,3942.833840339296,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-10T10:58:01,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,2. NO,2. NO,2. NO
6. South West,28. Ondo,2804. AKOKO SOUTH WEST,1. URBAN,340,280039,2804-340,6,865.995849609375,20459.177734375,5481.522152701384,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-10T10:53:18,2. NO,2. NO,,,,,,1. NO LONGER OWN LAND,,,,1. YES,1. YES,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,1876,280081,2814-1876,6,,,,8. ALL HH MEMBERS DECEASED,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,2. NO,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,0,280082,2814-1876,6,,,,5. HOUSEHOLD HAS MOVED AWAY,1. Old Panel household,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,1876,280083,2814-1876,6,1337.472412109375,44196.82421875,10929.736659569064,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-22T12:36:18,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,1876,280084,2814-1876,6,995.982177734375,42970.0078125,9261.140583707056,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-22T11:45:23,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,1876,280085,2814-1876,6,1081.1939697265625,33512.0625,9242.327177351053,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-21T15:19:19,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,1876,280086,2814-1876,6,1017.3137817382812,29112.68359375,9097.391180048277,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-21T11:19:12,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,0,280087,2814-1876,6,1081.1939697265625,39544.203125,10116.202854142664,1. COMPLETE,1. Old Panel household,1. YES,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-21T15:04:03,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,1876,280088,2814-1876,6,1035.629638671875,34160.48046875,9586.38656210362,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-21T11:35:39,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,0,280089,2814-1876,6,1017.3137817382812,49244.03125,9556.83895830201,1. COMPLETE,1. Old Panel household,1. YES,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-22T07:42:02,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,1876,280090,2814-1876,6,1035.629638671875,39544.203125,12859.584151121562,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-22T07:51:12,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,2. NO,2. NO,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,0,280111,2813-612,6,7961.48876953125,51335.48046875,6459.062134958866,1. COMPLETE,1. Old Panel household,1. YES,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-24T06:58:41,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,612,280112,2813-612,6,7319.00634765625,32361.318359375,5851.362004900648,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-23T10:07:30,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,612,280113,2813-612,6,7319.00634765625,31007.310546875,5282.0066883149075,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-25T09:40:48,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,0,280114,2813-612,6,9622.369140625,40130.6953125,7294.1735452069115,1. COMPLETE,1. Old Panel household,1. YES,1. YES,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-10-16T11:05:13,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,612,280115,2813-612,6,,,,4. UNABLE TO IDENTIFY HOUSEHOLD,1. Old Panel household,2. NO,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,612,280116,2813-612,6,7319.00634765625,33107.06640625,7485.178860201723,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-23T07:43:13,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,1. YES
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,612,280117,2813-612,6,7177.4619140625,27142.7109375,6697.457960143162,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-23T09:15:53,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,612,280118,2813-612,6,7778.58935546875,29201.400390625,5851.362004900648,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-23T13:35:26,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,612,280119,2813-612,6,9622.369140625,44969.83203125,9909.536008432098,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-23T11:21:26,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,612,280120,2813-612,6,7450.77880859375,28349.701171875,5832.676680003318,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-23T15:35:16,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. URBAN,760,289001,2801-760,6,2307.4873046875,,12137.845422801465,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-11T08:18:21,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. URBAN,760,289002,2801-760,6,2500.744140625,,11271.367681924532,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-11T07:34:21,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,1. YES,2. NO
6. South West,30. Oyo,3005. EGBEDA,1. URBAN,0,289003,2801-760,6,3093.502197265625,,15648.919502519862,1. COMPLETE,2. New panel household,1. YES,1. YES,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-10-20T14:50:54,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,2. NO,2. NO,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. URBAN,760,289005,2801-760,6,2500.744140625,,16338.623627195906,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-11T13:04:48,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. URBAN,760,289006,2801-760,6,,,,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-11T08:07:20,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,2. NO,2. NO,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. URBAN,760,289007,2801-760,6,2395.356201171875,,11134.508584484605,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-11T09:23:29,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. URBAN,760,289008,2801-760,6,3093.502197265625,,13924.487973797095,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-11T15:13:18,2. NO,2. NO,,,,,,1. NO LONGER OWN LAND,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. URBAN,760,289009,2801-760,6,2307.4873046875,,10484.121920562186,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-10-13T08:21:53,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. URBAN,760,289010,2801-760,6,2307.4873046875,,8688.818299694296,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-11T06:41:40,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,1. YES,2. NO
1. North Central,37. FCT,3706. ABUJA MUNICIPAL,1. URBAN,0,289011,2801-760,6,2559.544921875,,17348.285340792587,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-10-10T14:00:05,2. NO,2. NO,,,,,,15. INSECURITY,,,,2. NO,2. NO,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. RURAL,498,289014,2805-498,6,23935.951171875,,26785.789114874387,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-01T14:55:20,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. RURAL,498,289015,2805-498,6,32089.412109375,,31801.327343958186,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-07-31T13:47:14,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. RURAL,498,289016,2805-498,6,24847.4296875,,28945.39383259554,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-07-31T11:56:36,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. RURAL,498,289017,2805-498,6,23896.18359375,,21357.932791510684,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-07-31T11:44:45,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
6. South West,28. Ondo,2805. AKURE NORTH,2. RURAL,498,289019,2805-498,6,26550.583984375,,24019.75523519348,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-07-31T12:34:06,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. RURAL,498,289020,2805-498,6,24847.4296875,,25351.076790572846,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-01T10:35:54,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
